ReportID,SalesPersonID,ProductID,Quantity,TotalSalesValue,Country,CustomerID
Rep70164,C21840,PR6395,126,1125,Bulgaria,64
Rep70165,C21840,PR6241,107,1200,Kazakhstan,65
Rep70166,C21840,PR6115,8308,48705,Rwanda,66
Rep70167,C21840,PR6231,443,2015,Grenada,67
Rep70168,C21840,PR6115,594,3415,Honduras,68
Rep70169,C21840,PR6119,5344,42835,Mongolia,69
Rep70170,C21840,PR6115,6411,24645,Belize,70
Rep70171,C21840,PR6632,101,1075,United States of America,71
Rep70172,C21840,PR6115,655,2655,South Africa,72
Rep70173,C21840,PR6115,655,2655,Austria,73
Rep70174,C21840,PR6119,3333,19600,Marshall Islands,74
Rep70175,C21840,PR6235,112,2415,Sierra Leone,75
Rep70176,C21840,PR6119,577,6380,Romania,76
Rep70177,C21840,PR6120,780,3740,Malaysia,77
Rep70178,C21840,PR6633,367,10090,Hungary,78
Rep70179,C21840,PR6231,1118,8555,New Zealand,79
Rep70180,C21840,PR6230,100,1255,Mozambique,80
Rep70181,C21840,PR6234,1526,24845,Namibia,81
Rep70182,C21840,PR6115,4400,25240,Tunisia ,82
Rep70183,C21840,PR6119,219,2345,Somalia,83
Rep70184,C21840,PR6119,750,4050,Denmark,84
Rep70185,C21840,PR6231,680,5310,Solomon Islands,85
Rep70186,C21840,PR6115,8308,48705,Vanuatu,86
Rep70187,C21840,PR6633,156,2765,Singapore,87
Rep70188,C21840,PR6230,112,1070,Luxembourg,88
Rep70189,C21840,PR6231,171,5570,Australia,89
Rep70190,C21840,PR6632,127,1595,Brunei,90
Rep70191,C21840,PR6628,158,4895,Papua New Guinea,91
Rep70192,C21840,PR6120,2255,11465,Romania,92
Rep70193,C21840,PR6632,113,1820,Kyrgyzstan,93
Rep70194,C21840,PR6120,961,4060,Chad,94
Rep70195,C21840,PR6227,431,3930,Somalia,95
Rep70196,C21840,PR6628,158,4895,Togo,96
Rep70197,C21840,PR6628,158,4895,Mali,97
Rep70198,C21840,PR6119,9438,80380,San Marino,98
Rep70199,C21840,PR6253,107,1030,Croatia,99
Rep70200,C21840,PR6632,144,1140,Taiwan,100
Rep70201,C21840,PR6633,238,21240,Barbados,101
Rep70202,C21840,PR6120,961,4060,Equatorial Guinea,102
Rep70203,C21840,PR6120,616,2835,Guatemala,103
Rep70204,C21840,PR6119,4127,68405,United Kingdom,104
Rep70205,C21840,PR6633,166,5625,Equatorial Guinea,105
Rep70206,C21840,PR6248,102,1260,Tanzania,106
Rep70207,C21840,PR6119,750,4050,Ukraine,107
Rep70208,C21840,PR6231,266,2675,Canada,108
Rep70209,C21840,PR6628,127,3120,Eritrea,109
Rep70210,C21840,PR6119,2966,27315,Georgia,110
Rep70211,C21840,PR6248,102,1260,Poland,111
Rep70212,C21840,PR6628,135,4560,Mexico,112
Rep70213,C21840,PR6633,353,7795,Papua New Guinea,113
Rep70214,C21840,PR6632,101,1035,Ukraine,114
Rep70215,C21840,PR6253,107,1030,Niger,115
Rep70216,C21840,PR6238,114,1040,New Zealand,116
Rep70217,C21840,PR6115,4766,17315,Nigeria,117
Rep70218,C21840,PR6253,138,1230,Madagascar,118
Rep70219,C21840,PR6231,1816,3750,Kazakhstan,119
Rep70220,C21840,PR6248,112,1685,Kuwait,120
Rep70221,C21840,PR6115,1497,9360,Gabon,121
Rep70222,C21840,PR6231,1242,6115,El Salvador,122
Rep70223,C21840,PR6115,5719,31460,Sweden,123
Rep70224,C21840,PR6116,208,1580,Angola,124
Rep70225,C21840,PR6115,1766,8410,Sri Lanka,125
Rep70226,C21840,PR6119,338,3695,Cyprus,126
Rep70227,C21840,PR6253,107,1020,Honduras,127
Rep70228,C21840,PR6230,538,4120,Ethiopia,128
Rep70229,C21840,PR6124,377,4625,Denmark,129
Rep70230,C21840,PR6115,877,3320,Iceland,130
Rep70231,C21840,PR6629,101,1205,Liberia,131
Rep70232,C21840,PR6633,319,22345,South Africa,132
Rep70233,C21840,PR6115,6833,27330,Mali,133
Rep70234,C21840,PR6120,616,2840,Egypt,134
Rep70235,C21840,PR6253,103,1065,Moldova ,135
Rep70236,C21840,PR6628,256,4900,Montenegro,136
Rep70237,C21840,PR6230,956,16665,Nauru,137
Rep70238,C21840,PR6248,101,1035,Sri Lanka,138
Rep70239,C21840,PR6629,101,1205,Kiribati,139
Rep70240,C21840,PR6230,190,1305,Senegal,140
Rep70241,C21840,PR6253,103,1010,Iran,141
Rep70242,C21840,PR6238,110,1015,Grenada,142
Rep70243,C21840,PR6633,367,10090,Democratic Republic of the Congo,143
Rep70244,C21840,PR6124,377,4625,Vatican City,144
Rep70245,C21840,PR6231,413,1895,South Sudan,145
Rep70246,C21840,PR6119,750,4050,North Korea,146
Rep70247,C21840,PR6112,126,1440,Jordan,147
Rep70248,C21840,PR6632,101,1035,Sao Tome and Principe,148
Rep70249,C21840,PR6633,443,18340,Romania,149
Rep70250,C21840,PR6632,100,1085,Seychelles ,150
Rep70251,C21840,PR6632,108,1465,Gabon,151
Rep70252,C21840,PR6230,875,8750,Tunisia ,152
Rep70253,C21840,PR6120,1780,8935,France,153
Rep70254,C21840,PR6119,3136,28795,Montenegro,154
Rep70255,C21840,PR6119,750,4050,Mali,155
Rep70256,C21840,PR6231,1404,7380,Taiwan,156
Rep70257,C21840,PR6116,483,3925,Fiji,157
Rep70258,C21840,PR6618,101,1045,Lebanon,158
Rep70259,C21840,PR6115,4988,28285,Guinea,159
Rep70260,C21840,PR6231,191,1320,Sierra Leone,160
Rep70261,C21840,PR6632,144,1140,Honduras,161
Rep70262,C21840,PR6231,277,1575,Greenland,162
Rep70263,C21840,PR6120,961,4060,Indonesia,163
Rep70264,C21840,PR6124,377,4625,Togo,164
Rep70265,C21840,PR6120,2277,12735,Mauritius ,165
Rep70266,C22075,PR6253,147,1450,Sierra Leone,166
Rep70267,C22075,PR6409,105,1050,Cambodia,167
Rep70268,C22075,PR6223,115,1260,Jamaica,168
Rep70269,C22075,PR6582,105,1130,Kiribati,169
Rep70270,C22075,PR6221,144,1195,Dominican Republic,170
Rep70271,C22075,PR6628,111,2080,Tajikistan,171
Rep70272,C22075,PR6689,105,1325,Netherlands,172
Rep70273,C22075,PR6575,133,1560,Iceland,173
Rep70274,C22075,PR6221,113,1105,Taiwan,174
Rep70275,C22075,PR6112,142,1645,Gabon,175
Rep70276,C22075,PR6229,120,1610,Guinea-Bissau,176
Rep70277,C22075,PR6223,102,1025,United States of America,177
Rep70278,C21905,PR6116,439,2585,Rwanda,178
Rep70279,C21905,PR6220,106,1205,Cyprus,179
Rep70280,C21905,PR6246,1350,7690,Brunei,180
Rep70281,C21905,PR6229,121,1125,Seychelles ,181
Rep70282,C21905,PR6112,151,1260,Jordan,182
Rep70283,C21905,PR6253,104,1130,Pakistan,183
Rep70284,C21905,PR6615,2161,11235,Barbados,184
Rep70285,C21905,PR6245,911,2760,Comoros,185
Rep70286,C21905,PR6245,823,2125,The Bahamas,186
Rep70287,C21905,PR6371,102,1055,South Sudan,187
Rep70288,C21905,PR6116,811,4420,Nigeria,188
Rep70289,C21905,PR6334,310,2235,Ukraine,189
Rep70290,C21905,PR6463,102,1035,France,190
Rep70291,C21905,PR6615,1205,7115,Burundi,191
Rep70292,C21905,PR6220,143,1525,Syria,192
Rep70293,C21905,PR6112,148,1230,Botswana,193
Rep70294,C21905,PR6395,118,1925,Papua New Guinea,194
Rep70295,C21905,PR6334,320,2335,Kazakhstan,195
Rep70296,C21905,PR6463,103,1050,Jordan,196
Rep70297,C21905,PR6371,102,1050,Dominican Republic,197
Rep70298,C21905,PR6334,279,2125,Namibia,198
Rep70299,C21905,PR6322,106,1045,Hungary,199
Rep70300,C21905,PR6463,102,1025,Malaysia,200
Rep70301,C21905,PR6245,433,2025,Burundi,201
Rep70302,C21905,PR6334,180,1535,Estonia,202
Rep70303,C21905,PR6615,1028,5610,Malaysia,203
Rep70304,C21905,PR6322,101,1045,Bosnia and Herzegovina,204
Rep70305,C21905,PR6334,335,2235,Finland,205
Rep70306,C21905,PR6334,262,1875,Tanzania,206
Rep70307,C21905,PR6371,106,1090,United States of America,207
Rep70308,C21905,PR6334,166,1515,Austria,208
Rep70309,C21905,PR6246,1271,7210,Tonga,209
Rep70310,C21905,PR6334,333,2235,Zambia,210
Rep70311,C21905,PR6615,752,4600,Morocco,211
Rep70312,C22217,PR6115,11266,39455,Monaco,212
Rep70313,C22217,PR6115,11233,39340,Cambodia,213
Rep70314,C22217,PR6115,11322,39645,Lesotho,214
Rep70315,C22217,PR6115,11344,39725,Portugal,215
Rep70316,C22217,PR6115,11255,46715,Afghanistan,216
Rep70317,C22217,PR6115,11277,39495,Nigeria,217
Rep70318,C22217,PR6115,11344,39725,Kiribati,218
Rep70319,C22217,PR6115,9544,33525,Comoros,219
Rep70320,C22217,PR6115,12227,39265,Namibia,220
Rep70321,C22217,PR6115,4366,18090,Sierra Leone,221
Rep70322,C22217,PR6115,11311,39610,The Gambia,222
Rep70323,C22217,PR6115,12227,46485,Germany,223
Rep70324,C22217,PR6115,11311,39610,Tanzania,224
Rep70325,C22217,PR6115,12227,39265,Slovenia,225
Rep70326,C22217,PR6115,4366,18090,Benin,226
Rep70327,C22217,PR6115,11266,39455,Mauritius ,227
Rep70328,C22217,PR6115,11422,47400,Ethiopia,228
Rep70329,C22217,PR6115,11288,39530,Turkmenistan,229
Rep70330,C22217,PR6115,11266,39455,Kyrgyzstan,230
Rep70331,C22217,PR6115,11266,46760,Slovenia,231
Rep70332,C22217,PR6115,11288,46850,Lesotho,232
Rep70333,C22217,PR6115,3132,19025,Jordan,233
Rep70334,C22217,PR6115,11266,46760,France,234
Rep70335,C22217,PR6115,11322,46990,Lesotho,235
Rep70336,C22217,PR6115,11377,47215,Malta,236
Rep70337,C22217,PR6115,11322,39645,Maldives,237
Rep70338,C22217,PR6115,11266,39455,Marshall Islands,238
Rep70339,C22217,PR6115,11322,39645,Sri Lanka,239
Rep70340,C22217,PR6115,11322,39645,Laos,240
Rep70341,C22217,PR6115,6988,28590,Jordan,241
Rep70342,C22217,PR6115,11288,46850,Somalia,242
Rep70343,C22217,PR6115,4366,18090,Sierra Leone,243
Rep70344,C22217,PR6115,12227,39265,Tajikistan,244
Rep70345,C22217,PR6115,11255,46715,Marshall Islands,245
Rep70346,C22217,PR6115,11288,46850,Saint Vincent and the Grenadines,246
Rep70347,C22217,PR6115,144,1565,Romania,247
Rep70348,C22217,PR6115,844,2425,Tuvalu,248
Rep70349,C22217,PR6115,12227,39265,Equatorial Guinea,249
Rep70350,C22217,PR6115,11233,46625,Cuba,250
Rep70351,C22217,PR6115,12227,39265,Bulgaria,251
Rep70352,C22217,PR6115,655,4605,Myanmar,252
Rep70353,C22217,PR6115,6988,27970,Solomon Islands,253
Rep70354,C22217,PR6115,11244,39380,Montenegro,254
Rep70355,C22217,PR6115,4366,17705,Malawi,255
Rep70356,C22217,PR6115,655,4605,Mali,256
Rep70357,C22217,PR6115,12227,39265,Maldives,257
Rep70358,C22217,PR6115,11344,47080,Nicaragua,258
Rep70359,C22217,PR6115,11255,39415,Germany,259
Rep70360,C22217,PR6115,11333,39685,Belize,260
Rep70361,C22217,PR6115,144,12825,Montenegro,261
Rep70362,C22217,PR6115,111,39455,Antigua and Barbuda ,262
Rep70363,C22217,PR6115,11266,39455,Ireland,263
Rep70364,C22217,PR6115,6988,28590,Guinea,264
Rep70365,C22217,PR6115,11266,39455,Russia,265
Rep70366,C22217,PR6115,6988,27970,Nicaragua,266
Rep70367,C22217,PR6115,11288,39530,Yemen,267
Rep70368,C22217,PR6115,655,4605,Mauritania,268
Rep70369,C22217,PR6115,166,1380,Costa Rica,269
Rep70370,C22217,PR6115,11188,46440,Tunisia ,270
Rep70371,C22217,PR6115,11288,39530,Montenegro,271
Rep70372,C22217,PR6115,6988,28590,Taiwan,272
Rep70373,C22217,PR6115,11311,39610,Azerbaijan,273
Rep70374,C22217,PR6115,11255,46715,Niger,274
Rep70375,C22217,PR6115,12227,39265,Austria,275
Rep70376,C22217,PR6115,11344,39725,Maldives,276
Rep70377,C22217,PR6115,11288,46850,Nicaragua,277
Rep70378,C22217,PR6115,12140,39265,Guinea-Bissau,278
Rep70379,C22217,PR6115,4366,18090,Saudi Arabia,279
Rep70380,C22217,PR6115,11288,39530,Singapore,280
Rep70381,C22217,PR6115,11255,46715,Latvia,281
Rep70382,C22217,PR6115,12227,39265,Slovenia,282
Rep70383,C22217,PR6115,11277,39495,Botswana,283
Rep70384,C22217,PR6115,6988,28590,Guatemala,284
Rep70385,C22217,PR6115,11244,46670,Seychelles ,285
Rep70386,C22217,PR6115,11311,39610,Ireland,286
Rep70387,C22217,PR6115,11311,39610,Brunei,287
Rep70388,C22217,PR6115,11266,39455,Tuvalu,288
Rep70389,C22217,PR6115,11333,39685,Moldova ,289
Rep70390,C22217,PR6115,11322,39645,Senegal,290
Rep70391,C22217,PR6115,4633,18750,Angola,291
Rep70392,C22217,PR6115,11277,39495,Trinidad and Tobago,292
Rep70393,C22217,PR6115,11333,39685,Ukraine,293
Rep70394,C22217,PR6115,100,4605,Croatia,294
Rep70395,C22326,PR6257,12588,19805,India,295
Rep70396,C22326,PR6115,794,3605,Brunei,296
Rep70397,C22326,PR6257,13422,21095,Ukraine,297
Rep70398,C22326,PR6273,806,3340,Egypt,298
Rep70399,C22326,PR6254,3538,7630,Ukraine,299
Rep70400,C22326,PR6273,806,3340,Romania,300
Rep70401,C22326,PR6257,12955,20460,Nigeria,301
Rep70402,C22326,PR6257,13255,20820,Namibia,302
Rep70403,C22326,PR6257,13444,21170,Canada,303
Rep70404,C22326,PR6115,155,1200,Moldova ,304
Rep70405,C22326,PR6115,377,2105,Tanzania,305
Rep70406,C22326,PR6115,933,4105,Cape Verde,306
Rep70407,C22326,PR6115,933,4105,San Marino,307
Rep70408,C22326,PR6257,13277,20560,Belgium,308
Rep70409,C22326,PR6257,12033,18895,Myanmar,309
Rep70410,C22326,PR6257,13255,20820,Egypt,310
Rep70411,C22326,PR6273,718,3095,Guinea,311
Rep70412,C22326,PR6257,13255,20820,Serbia,312
Rep70413,C22326,PR6115,794,3605,Mozambique,313
Rep70414,C22326,PR6254,3538,7630,Benin,314
Rep70415,C22326,PR6257,12033,18895,Malawi,315
Rep70416,C22326,PR6273,2366,6370,Latvia,316
Rep70417,C22326,PR6257,12033,18895,Switzerland,317
Rep70418,C22326,PR6115,794,3605,Dominican Republic,318
Rep70419,C22326,PR6273,630,2770,Tuvalu,319
Rep70420,C22326,PR6273,630,2755,Monaco,320
Rep70421,C22326,PR6257,12555,19860,United States of America,321
Rep70422,C22326,PR6273,806,3340,France,322
Rep70423,C22326,PR6115,933,4105,Equatorial Guinea,323
Rep70424,C22326,PR6254,3538,7630,Bhutan,324
Rep70425,C22326,PR6273,2077,7555,Georgia,325
Rep70426,C22326,PR6115,794,3605,Finland,326
Rep70427,C22326,PR6115,377,2000,Netherlands,327
Rep70428,C22254,PR6253,3288,31705,Vatican City,328
Rep70429,C22254,PR6115,11433,46660,Cyprus,329
Rep70430,C22254,PR6253,448,3975,Solomon Islands,330
Rep70431,C22254,PR6253,202,2725,Canada,331
Rep70432,C22254,PR6253,3288,32590,Italy,332
Rep70433,C22254,PR6182,272,2115,Sierra Leone,333
Rep70434,C22254,PR6208,175,1635,Botswana,334
Rep70435,C22254,PR6115,10405,42110,Kosovo,335
Rep70436,C22254,PR6253,2188,11420,Bhutan,336
Rep70437,C22254,PR6276,161,1880,Latvia,337
Rep70438,C22254,PR6182,458,4705,Mauritius ,338
Rep70439,C22254,PR6253,757,7055,Monaco,339
Rep70440,C22254,PR6253,448,3925,Lesotho,340
Rep70441,C22254,PR6182,172,1760,Bosnia and Herzegovina,341
Rep70442,C22254,PR6135,136,1850,Namibia,342
Rep70443,C22254,PR6135,350,9380,Laos,343
Rep70444,C22254,PR6135,136,1850,Turkmenistan,344
Rep70445,C22254,PR6182,172,1760,Brunei,345
Rep70446,C22254,PR6135,206,2650,Sri Lanka,346
Rep70447,C22254,PR6552,116,1120,Central African Republic,347
Rep70448,C22254,PR6182,172,1760,Netherlands,348
Rep70449,C22254,PR6135,151,2205,Australia,349
Rep70450,C22254,PR6182,450,5650,Laos,350
Rep70451,C22254,PR6250,119,1210,Djibouti,351
Rep70452,C22254,PR6276,186,2975,Vietnam,352
Rep70453,C22254,PR6351,272,7905,Moldova ,353
Rep70454,C22254,PR6253,2823,27105,Singapore,354
Rep70455,C22254,PR6276,127,1975,Costa Rica,355
Rep70456,C22254,PR6135,641,8245,Nicaragua,356
Rep70457,C22254,PR6253,757,6650,Nauru,357
Rep70458,C22254,PR6135,131,3305,Panama,358
Rep70459,C22254,PR6182,208,2295,Nicaragua,359
Rep70460,C22254,PR6253,202,2725,Belgium,360
Rep70461,C22254,PR6115,10405,42110,Togo,361
Rep70462,C22254,PR6135,152,2145,South Korea,362
Rep70463,C22254,PR6250,119,1210,Bulgaria,363
Rep70464,C22254,PR6253,794,6950,Costa Rica,364
Rep70465,C22254,PR6135,1315,13940,Angola,365
Rep70466,C22254,PR6253,2823,27105,Kenya,366
Rep70467,C22254,PR6135,206,2650,Brunei,367
Rep70468,C22254,PR6253,2188,11070,Sao Tome and Principe,368
Rep70469,C22254,PR6182,308,3230,Angola,369
Rep70470,C22254,PR6276,127,1950,Libya,370
Rep70471,C22254,PR6250,108,1280,Algeria,371
Rep70472,C22254,PR6208,499,3075,Greenland,372
Rep70473,C22254,PR6276,127,1950,Belarus,373
Rep70474,C22254,PR6276,1044,10345,Gabon,374
Rep70475,C22254,PR6182,372,4080,Turkmenistan,375
Rep70476,C22254,PR6253,448,3925,Japan,376
Rep70477,C22254,PR6276,319,4520,Papua New Guinea,377
Rep70478,C22254,PR6253,100,1130,Mauritius ,378
Rep70479,C22254,PR6135,472,4780,Germany,379
Rep70480,C22254,PR6135,175,2315,Ghana,380
Rep70481,C22254,PR6135,1200,11210,Philippines,381
Rep70482,C22254,PR6135,131,3305,Mali,382
Rep70483,C22254,PR6135,206,2650,Somalia,383
Rep70484,C22254,PR6250,170,1300,Tajikistan,384
Rep70485,C22254,PR6276,1044,10345,Maldives,385
Rep70486,C22254,PR6135,131,3305,Turkmenistan,386
Rep70487,C22254,PR6182,450,5650,Iran,387
Rep70488,C22254,PR6182,569,5760,Switzerland,388
Rep70489,C22254,PR6182,450,5650,Czech Republic,389
Rep70490,C22254,PR6250,116,1160,Jordan,390
Rep70491,C22254,PR6253,3288,31705,Costa Rica,391
Rep70492,C22254,PR6208,499,3075,Finland,392
Rep70493,C22254,PR6253,202,2675,Saudi Arabia,393
Rep70494,C22254,PR6135,308,4390,Latvia,394
Rep70495,C22254,PR6135,1215516,13940,Sao Tome and Principe,395
Rep70496,C22254,PR6253,202,2675,China,396
Rep70497,C22254,PR6351,261,7895,Pakistan,397
Rep70498,C22254,PR6276,144,2530,Algeria,398
Rep70499,C22254,PR6115,11433,46660,Liechtenstein,399
Rep70500,C22254,PR6135,368,5075,New Zealand,400
Rep70501,C22254,PR6253,465,3195,Cameroon,401
Rep70502,C22254,PR6351,586,21195,Sierra Leone,402
Rep70503,C22254,PR6253,202,2675,Saint Kitts and Nevis ,403
Rep70504,C22254,PR6135,411,6285,Antigua and Barbuda ,404
Rep70505,C22254,PR6135,221,4835,Kazakhstan,405
Rep70506,C22254,PR6175,225,1835,Marshall Islands,406
Rep70507,C22254,PR6250,119,1210,Palau,407
Rep70508,C22254,PR6182,272,2115,Morocco,408
Rep70509,C22254,PR6175,400,3510,Cape Verde,409
Rep70510,C22254,PR6253,757,6650,Liberia,410
Rep70511,C22254,PR6250,119,1230,Lesotho,411
Rep70512,C22254,PR6276,711,4095,France,412
Rep70513,C22254,PR6135,136,1850,Japan,413
Rep70514,C22254,PR6253,202,2675,Mauritania,414
Rep70515,C22254,PR6115,11483,46385,Switzerland,415
Rep70516,C22254,PR6250,170,1300,Greece,416
Rep70517,C22254,PR6115,10405,42600,Slovenia,417
Rep70518,C22254,PR6276,1044,10345,Macedonia,418
Rep70519,C22254,PR6135,145,1785,Mexico,419
Rep70520,C22254,PR6135,1315,13940,Angola,420
Rep70521,C22254,PR6175,225,1835,Portugal,421
Rep70522,C22254,PR6253,202,2675,Brunei,422
Rep70523,C22254,PR6135,690,8915,Belarus,423
Rep70524,C22254,PR6276,144,2530,Saint Vincent and the Grenadines,424
Rep70525,C22254,PR6253,757,6650,Finland,425
Rep70526,C22254,PR6182,272,2115,Bangladesh,426
Rep70527,C22254,PR6253,3288,31705,Azerbaijan,427
Rep70528,C22254,PR6175,225,1880,Eritrea,428
Rep70529,C22254,PR6253,202,2675,United States of America,429
Rep70530,C22254,PR6462,1877,7815,Liberia,430
Rep70531,C22254,PR6115,10405,42110,The Bahamas,431
Rep70532,C22254,PR6175,296,2660,Denmark,432
Rep70533,C22254,PR6250,170,1300,Slovakia,433
Rep70534,C22254,PR6351,586,21195,Liberia,434
Rep70535,C22254,PR6276,127,1950,Swaziland,435
Rep70536,C22254,PR6208,499,3075,Niger,436
Rep70537,C22254,PR6182,272,2150,Barbados,437
Rep70538,C22254,PR6253,7101,60160,Liechtenstein,438
Rep70539,C22254,PR6253,2188,11070,The Bahamas,439
Rep70540,C22254,PR6253,448,3925,Trinidad and Tobago,440
Rep70541,C22254,PR6182,208,2295,Iraq,441
Rep70542,C22254,PR6135,118,1440,India,442
Rep70543,C22254,PR6276,711,4095,Solomon Islands,443
Rep70544,C22254,PR6462,1711,3550,Kuwait,444
Rep70545,C22254,PR6351,586,21195,Ethiopia,445
Rep70546,C22254,PR6253,2188,11070,Myanmar,446
Rep70547,C22254,PR6276,144,2530,United States of America,447
Rep70548,C22254,PR6135,131,3415,South Africa,448
Rep70549,C22254,PR6175,305,2620,Botswana,449
Rep70550,C22254,PR6253,468,4030,Samoa ,450
Rep70551,C22254,PR6253,5475,31775,Burkina Faso,451
Rep70552,C22254,PR6135,206,2700,Maldives,452
Rep70553,C22254,PR6175,225,1835,Germany,453
Rep70554,C22254,PR6182,172,1820,Philippines,454
Rep70555,C22254,PR6276,225,3225,Guinea,455
Rep70556,C21878,PR6116,135,2280,Pakistan,456
Rep70557,C21878,PR6134,104,1175,Morocco,457
Rep70558,C21878,PR6116,437,8835,South Africa,458
Rep70559,C21878,PR6297,142,3120,Saudi Arabia,459
Rep70560,C21878,PR6294,108,3380,Democratic Republic of the Congo,460
Rep70561,C21878,PR6253,155,2530,Saint Kitts and Nevis ,461
Rep70562,C21878,PR6548,1811,11305,Central African Republic,462
Rep70563,C21878,PR6253,200,2430,San Marino,463
Rep70564,C21878,PR6116,437,8835,Samoa ,464
Rep70565,C21878,PR6116,292,5305,North Korea,465
Rep70566,C21878,PR6210,102,1145,Samoa ,466
Rep70567,C21878,PR6253,155,2530,Uganda,467
Rep70568,C21878,PR6548,1811,11305,Italy,468
Rep70569,C21878,PR6294,108,3380,Rwanda,469
Rep70570,C21878,PR6115,101,1060,Tajikistan,470
Rep70571,C21878,PR6548,1811,11305,Australia,471
Rep70572,C21878,PR6130,156,2075,Greece,472
Rep70573,C21878,PR6115,102,1060,Monaco,473
Rep70574,C21878,PR6210,118,2690,Canada,474
Rep70575,C21878,PR6116,437,8835,Kiribati,475
Rep70576,C21878,PR6130,233,2035,Bulgaria,476
Rep70577,C21878,PR6189,102,1090,Pakistan,477
Rep70578,C21878,PR6548,1811,11305,Jamaica,478
Rep70579,C21878,PR6294,108,3380,Georgia,479
Rep70580,C21878,PR6253,116,2150,Saint Lucia,480
Rep70581,C21878,PR6294,108,3380,Honduras,481
Rep70582,C21878,PR6294,106,2530,Madagascar,482
Rep70583,C21878,PR6134,211,3005,Costa Rica,483
Rep70584,C21878,PR6116,352,6450,The Gambia,484
Rep70585,C21878,PR6115,100,1030,China,485
Rep70586,C21878,PR6210,110,1445,Poland,486
Rep70587,C21878,PR6294,106,2210,Cambodia,487
Rep70588,C21878,PR6253,155,2530,Laos,488
Rep70589,C21878,PR6294,106,2495,Sao Tome and Principe,489
Rep70590,C21878,PR6253,116,2150,Brunei,490
Rep70591,C21878,PR6253,116,2150,Maldives,491
